Region,City,Type,Month of Period End,Median Sale Price,Median Sale Price YoY ,Homes Sold,New Listings,New Listings YoY ,Inventory,Days on Market,Average Sale To List,Average Sale To List YoY 
NH,Manchester,Condo,8/1/2020,147000 ,-0.13,24,31,0.29,34,34,1.00,0.01
NH,Manchester,Condo,9/1/2020,142200 ,0.03,26,25,0.19,23,33,1.00,0.02
NH,Manchester,Condo,10/1/2020,157500 ,0.36,24,27,0.00,26,6,1.01,0.04
NH,Manchester,Condo,11/1/2020,155000 ,0.21,21,29,0.93,31,14,0.99,0.00
NH,Manchester,Condo,12/1/2020,155000 ,0.15,30,9,-0.53,14,32,1.00,0.00
NH,Manchester,Condo,1/1/2021,140000 ,-0.07,21,24,0.60,15,18,1.00,0.00
NH,Manchester,Condo,2/1/2021,157600 ,0.07,19,22,0.29,18,10,1.00,0.01
NH,Manchester,Condo,3/1/2021,169000 ,0.09,18,19,0.06,16,5,1.03,0.05
NH,Manchester,Condo,4/1/2021,155000 ,0.19,25,29,0.71,22,17,1.03,0.04
NH,Manchester,Condo,5/1/2021,170000 ,0.43,25,22,0.47,15,7,1.01,0.02
NH,Manchester,Condo,6/1/2021,170000 ,0.39,28,32,0.68,20,7,1.04,0.04
NH,Manchester,Condo,7/1/2021,178500 ,0.34,26,36,0.29,29,8,1.05,0.05
NH,Manchester,Condo,8/1/2021,166000 ,0.13,27,28,-0.10,28,9,1.03,0.03
NH,Manchester,Condo,9/1/2021,197467 ,0.39,26,23,-0.08,23,23,1.02,0.01
NH,Manchester,Condo,10/1/2021,200000 ,0.27,25,27,0.00,24,14,1.03,0.02
NH,Manchester,Condo,11/1/2021,169000 ,0.09,23,26,-0.10,21,15,1.01,0.02
NH,Manchester,Condo,12/1/2021,190000 ,0.23,29,14,0.56,17,11,1.02,0.02
NH,Manchester,Condo,1/1/2022,177500 ,0.27,20,17,-0.29,11,22,1.04,0.04
NH,Manchester,Condo,2/1/2022,197500 ,0.25,12,17,-0.23,8,18,1.04,0.03
NH,Manchester,Condo,3/1/2022,219200 ,0.30,24,22,0.16,17,6,1.04,0.00
NH,Manchester,Condo,4/1/2022,182500 ,0.18,16,27,-0.07,19,31,1.06,0.03
NH,Manchester,Condo,5/1/2022,200000 ,0.18,25,34,0.55,21,7,1.05,0.04
NH,Manchester,Condo,6/1/2022,210000 ,0.24,25,28,-0.13,22,7,1.07,0.03
NH,Manchester,Condo,7/1/2022,250000 ,0.40,23,28,-0.22,25,10,1.04,-0.01
NH,Manchester,Condo,8/1/2022,210000 ,0.27,33,35,0.25,34,8,1.04,0.01
NH,Manchester,Condo,9/1/2022,205000 ,0.04,33,38,0.65,34,11,1.02,0.01
NH,Manchester,Condo,10/1/2022,229000 ,0.15,28,22,-0.19,22,19,1.01,-0.02
NH,Manchester,Condo,11/1/2022,166500 ,-0.01,18,17,-0.35,19,6,1.03,0.02
NH,Manchester,Condo,12/1/2022,220000 ,0.16,17,13,-0.07,15,24,1.02,0.00
NH,Manchester,Condo,1/1/2023,189500 ,0.07,16,10,-0.41,9,30,1.00,-0.04
NH,Manchester,Condo,2/1/2023,215000 ,0.09,7,10,-0.41,10,33,1.02,-0.01
NH,Manchester,Condo,3/1/2023,220000 ,0.00,15,19,-0.14,13,17,1.01,-0.03
NH,Manchester,Condo,4/1/2023,230000 ,0.26,16,9,-0.67,12,8,1.04,-0.02
NH,Portsmouth,Condo,2/1/2018,334767 ,-0.13,10,18,1.25,47,31,0.99,0.02
NH,Portsmouth,Condo,3/1/2018,398750 ,-0.16,10,17,1.83,46,60,0.99,0.01
NH,Portsmouth,Condo,4/1/2018,466533 ,-0.29,17,22,0.10,48,47,0.98,0.02
NH,Portsmouth,Condo,5/1/2018,378467 ,-0.03,8,20,0.67,55,52,0.99,0.01
NH,Portsmouth,Condo,6/1/2018,480000 ,0.31,17,16,0.23,57,74,0.99,0.01
NH,Portsmouth,Condo,7/1/2018,655620 ,0.25,11,13,0.18,51,66,0.97,-0.03
NH,Portsmouth,Condo,8/1/2018,539950 ,0.42,12,9,0.13,45,50,1.01,0.06
NH,Portsmouth,Condo,9/1/2018,454900 ,0.48,19,9,-0.36,40,56,0.99,0.02
NH,Portsmouth,Condo,10/1/2018,585875 ,0.24,12,13,-0.24,45,88,1.01,0.03
NH,Portsmouth,Condo,11/1/2018,604495 ,0.39,9,20,0.54,50,70,0.99,0.02
NH,Portsmouth,Condo,12/1/2018,270500 ,-0.39,4,7,0.40,41,45,0.99,0.02
NH,Portsmouth,Condo,1/1/2019,179000 ,-0.80,1,14,-0.26,44,60,0.97,0.00
NH,Portsmouth,Condo,2/1/2019,629900 ,0.88,7,8,-0.56,43,48,0.98,-0.01
NH,Portsmouth,Condo,3/1/2019,495000 ,0.24,5,20,0.18,55,66,0.97,-0.01
NH,Portsmouth,Condo,4/1/2019,469500 ,0.01,12,16,-0.27,51,45,0.99,0.01
NH,Portsmouth,Condo,5/1/2019,418000 ,0.10,13,15,-0.25,44,61,0.99,-0.01
NH,Portsmouth,Condo,6/1/2019,505000 ,0.05,13,11,-0.31,41,65,0.99,0.00
NH,Portsmouth,Condo,7/1/2019,346233 ,-0.47,10,9,-0.31,38,66,0.99,0.02
NH,Portsmouth,Condo,8/1/2019,470000 ,-0.13,14,16,0.78,45,56,1.00,-0.02
NH,Portsmouth,Condo,9/1/2019,469000 ,0.03,13,15,0.67,45,33,0.99,0.00
NH,Portsmouth,Condo,10/1/2019,444450 ,-0.24,14,13,0.00,42,53,0.99,-0.01
NH,Portsmouth,Condo,11/1/2019,452158 ,-0.25,14,9,-0.55,35,73,0.98,-0.01
NH,Portsmouth,Condo,12/1/2019,454900 ,0.68,9,4,-0.43,29,66,0.99,0.00
NH,Portsmouth,Condo,1/1/2020,582450 ,2.25,8,9,-0.36,30,152,1.00,0.03
NH,Portsmouth,Condo,2/1/2020,729750 ,0.16,3,20,1.50,42,76,0.97,-0.01
NH,Portsmouth,Condo,3/1/2020,412500 ,-0.17,10,21,0.05,43,56,0.98,0.00
NH,Portsmouth,Condo,4/1/2020,570000 ,0.21,7,11,-0.31,45,35,0.98,0.00
NH,Portsmouth,Condo,5/1/2020,373750 ,-0.11,4,14,-0.07,53,32,1.00,0.01
NH,Portsmouth,Condo,6/1/2020,599000 ,0.19,7,14,0.27,58,91,1.00,0.01
NH,Portsmouth,Condo,7/1/2020,465000 ,0.34,11,27,2.00,57,125,0.99,0.00
NH,Portsmouth,Condo,8/1/2020,482500 ,0.03,18,33,1.06,66,69,0.98,-0.01
NH,Portsmouth,Condo,9/1/2020,509000 ,0.09,21,22,0.47,63,88,0.98,-0.01
NH,Portsmouth,Condo,10/1/2020,419500 ,-0.06,12,19,0.46,63,25,1.01,0.02
NH,Portsmouth,Condo,11/1/2020,440000 ,-0.03,12,17,0.89,65,63,0.94,-0.03
NH,Portsmouth,Condo,12/1/2020,592892 ,0.30,15,9,1.25,46,66,0.99,-0.01
NH,Portsmouth,Condo,1/1/2021,424005 ,-0.27,6,15,0.67,50,49,0.98,-0.01
NH,Portsmouth,Condo,2/1/2021,510000 ,-0.30,11,10,-0.50,46,46,0.97,0.00
NH,Portsmouth,Condo,3/1/2021,305000 ,-0.26,11,33,0.57,62,14,0.99,0.02
NH,Portsmouth,Condo,4/1/2021,658500 ,0.16,8,15,0.36,59,42,0.98,-0.01
NH,Portsmouth,Condo,5/1/2021,489123 ,0.31,16,13,-0.07,50,40,1.00,0.00
NH,Portsmouth,Condo,6/1/2021,500000 ,-0.17,19,13,-0.07,47,64,0.99,-0.01
NH,Portsmouth,Condo,7/1/2021,603625 ,0.30,12,14,-0.48,52,38,1.01,0.02
NH,Portsmouth,Condo,8/1/2021,592000 ,0.23,17,12,-0.64,36,47,0.99,0.00
NH,Portsmouth,Condo,9/1/2021,575000 ,0.13,5,21,-0.05,44,56,1.02,0.04
NH,Portsmouth,Condo,10/1/2021,681000 ,0.62,16,6,-0.68,30,71,1.01,0.00
NH,Portsmouth,Condo,11/1/2021,617500 ,0.40,18,5,-0.71,21,66,0.97,0.02
NH,Portsmouth,Condo,12/1/2021,550000 ,-0.07,11,6,-0.33,16,81,1.00,0.02
NH,Portsmouth,Condo,1/1/2022,665000 ,0.57,7,4,-0.73,11,48,1.00,0.01
NH,Portsmouth,Condo,2/1/2022,851500 ,0.67,2,3,-0.70,11,49,1.01,0.04
NH,Portsmouth,Condo,3/1/2022,859000 ,1.82,9,15,-0.55,15,154,1.01,0.02
NH,Portsmouth,Condo,4/1/2022,625000 ,-0.05,11,5,-0.67,9,24,1.06,0.08
NH,Portsmouth,Condo,5/1/2022,665000 ,0.36,13,14,0.08,11,27,1.02,0.02
NH,Portsmouth,Condo,6/1/2022,562500 ,0.13,10,13,0.00,17,28,1.03,0.04
NH,Portsmouth,Condo,7/1/2022,632500 ,0.05,12,13,-0.07,19,55,1.00,-0.01
NH,Portsmouth,Condo,8/1/2022,366267 ,-0.38,10,9,-0.25,18,16,1.03,0.04
NH,Portsmouth,Condo,9/1/2022,1115000 ,0.94,12,12,-0.43,17,36,1.01,-0.01
NH,Portsmouth,Condo,10/1/2022,1055000 ,0.55,7,18,2.00,27,304,1.03,0.02
NH,Portsmouth,Condo,11/1/2022,595000 ,-0.04,7,4,-0.20,24,10,1.00,0.03
NH,Portsmouth,Condo,12/1/2022,1162500 ,1.11,4,8,0.33,23,60,0.96,-0.04
NH,Portsmouth,Condo,1/1/2023,517000 ,-0.22,4,4,0.00,23,55,0.97,-0.03
NH,Portsmouth,Condo,2/1/2023,335000 ,-0.61,4,6,1.00,25,30,0.99,-0.02
NH,Portsmouth,Condo,3/1/2023,689900 ,-0.20,9,10,-0.33,19,118,1.00,-0.01
NH,Portsmouth,Condo,4/1/2023,644950 ,0.03,12,7,0.40,20,27,1.01,-0.05
NH,Salem,Condo,2/1/2018,105000 ,-0.60,5,9,0.80,11,55,0.99,0.02
NH,Salem,Condo,3/1/2018,120000 ,-0.72,7,2,0.00,8,36,0.97,-0.12
NH,Salem,Condo,4/1/2018,195700 ,-0.34,2,8,1.00,10,54,0.99,-0.01
NH,Salem,Condo,5/1/2018,148817 ,-0.39,10,3,-0.25,5,44,1.01,0.03
NH,Salem,Condo,6/1/2018,195000 ,-0.40,5,10,1.50,13,170,1.00,0.04
NH,Salem,Condo,7/1/2018,139900 ,-0.42,5,2,-0.60,12,3,0.98,-0.03
NH,Salem,Condo,8/1/2018,290000 ,0.50,5,4,0.33,8,66,0.99,0.04
NH,Salem,Condo,9/1/2018,217467 ,-0.36,6,13,1.17,16,61,0.98,-0.07
NH,Salem,Condo,10/1/2018,145000 ,-0.24,7,5,-0.29,14,46,1.00,0.03
NH,Salem,Condo,11/1/2018,290000 ,0.12,8,9,-0.10,14,34,0.98,-0.01
NH,Salem,Condo,1/1/2019,397313 ,1.27,6,3,0.50,11,38,0.99,0.06
NH,Salem,Condo,2/1/2019,235000 ,1.24,7,12,0.33,17,15,0.98,-0.01
NH,Salem,Condo,3/1/2019,473467 ,2.95,6,3,0.50,16,19,0.99,0.02
NH,Salem,Condo,4/1/2019,325900 ,0.67,8,11,0.38,15,9,0.99,0.00
NH,Salem,Condo,5/1/2019,321233 ,1.16,10,9,2.00,14,8,1.00,-0.01
NH,Salem,Condo,6/1/2019,498444 ,1.56,10,22,1.20,24,31,0.99,-0.01
NH,Salem,Condo,7/1/2019,329500 ,1.36,10,10,4.00,15,12,0.99,0.01
NH,Salem,Condo,8/1/2019,372000 ,0.28,16,14,2.50,18,23,0.99,0.00
NH,Salem,Condo,9/1/2019,330596 ,0.52,6,9,-0.31,20,6,1.01,0.03
NH,Salem,Condo,10/1/2019,293000 ,1.02,14,16,2.20,17,19,0.99,-0.01
NH,Salem,Condo,11/1/2019,318000 ,0.10,9,13,0.44,19,52,0.99,0.01
NH,Salem,Condo,12/1/2019,332450 ,0.10,10,9,0.44,17,10,0.99,0.01
NH,Salem,Condo,1/1/2020,175000 ,-0.56,9,10,2.33,16,27,0.94,-0.05
NH,Salem,Condo,2/1/2020,445324 ,0.89,7,9,-0.25,16,43,1.00,0.01
NH,Salem,Condo,3/1/2020,311450 ,-0.34,4,5,0.67,21,23,0.97,-0.02
NH,Salem,Condo,4/1/2020,226500 ,-0.31,4,6,-0.45,22,55,0.98,-0.02
NH,Salem,Condo,5/1/2020,180450 ,-0.44,4,5,-0.44,17,15,1.05,0.05
NH,Salem,Condo,6/1/2020,226533 ,-0.55,5,8,-0.64,17,30,0.98,-0.01
NH,Salem,Condo,7/1/2020,274500 ,-0.17,16,14,0.40,15,16,1.01,0.02
NH,Salem,Condo,8/1/2020,364950 ,-0.02,8,7,-0.50,14,99,0.99,0.00
NH,Salem,Condo,9/1/2020,153000 ,-0.54,3,5,-0.44,10,5,1.02,0.01
NH,Salem,Condo,10/1/2020,151500 ,-0.48,10,9,-0.44,14,13,1.00,0.01
NH,Salem,Condo,11/1/2020,502900 ,0.58,5,5,-0.62,10,4,1.01,0.02
NH,Salem,Condo,12/1/2020,292467 ,-0.12,6,3,-0.67,8,57,1.00,0.01
NH,Salem,Condo,1/1/2021,419950 ,1.40,4,5,-0.50,9,104,0.93,-0.01
NH,Salem,Condo,2/1/2021,340000 ,-0.24,5,4,-0.56,7,6,1.01,0.02
NH,Salem,Condo,3/1/2021,168000 ,-0.46,5,14,1.80,12,6,1.01,0.04
NH,Salem,Condo,4/1/2021,320000 ,0.41,9,6,0.00,7,4,1.06,0.08
NH,Salem,Condo,5/1/2021,241000 ,0.34,6,5,0.00,7,7,1.02,-0.03
NH,Salem,Condo,6/1/2021,285000 ,0.26,5,15,0.88,9,6,1.01,0.03
NH,Salem,Condo,7/1/2021,177500 ,-0.35,7,8,-0.43,12,5,1.04,0.03
NH,Salem,Condo,8/1/2021,200000 ,-0.45,5,5,-0.29,7,12,1.06,0.06
NH,Salem,Condo,9/1/2021,193000 ,0.26,15,7,0.40,4,27,1.01,-0.01
NH,Salem,Condo,10/1/2021,357733 ,1.36,9,5,-0.44,6,9,1.01,0.01
NH,Salem,Condo,11/1/2021,305000 ,-0.39,5,7,0.40,8,23,1.00,-0.01
NH,Salem,Condo,12/1/2021,323000 ,0.10,7,3,0.00,5,41,1.00,0.00
NH,Salem,Condo,1/1/2022,300000 ,-0.29,3,3,-0.40,3,41,1.04,0.11
NH,Salem,Condo,2/1/2022,480000 ,0.41,6,13,2.25,12,47,1.01,0.00
NH,Salem,Condo,3/1/2022,373000 ,1.22,3,8,-0.43,8,16,1.03,0.02
NH,Salem,Condo,4/1/2022,216000 ,-0.33,11,11,0.83,5,7,1.05,0.00
NH,Salem,Condo,5/1/2022,344000 ,0.43,9,7,0.40,7,4,1.05,0.03
NH,Salem,Condo,6/1/2022,385000 ,0.35,7,5,-0.67,4,9,1.05,0.04
NH,Salem,Condo,7/1/2022,380000 ,1.14,7,2,-0.75,4,6,1.06,0.02
NH,Salem,Condo,8/1/2022,312500 ,0.56,4,9,0.80,6,5,1.05,0.00
NH,Salem,Condo,9/1/2022,304950 ,0.58,6,3,-0.57,5,20,1.01,0.00
NH,Salem,Condo,10/1/2022,570000 ,0.59,3,5,0.00,5,14,1.00,-0.01
NH,Salem,Condo,11/1/2022,457533 ,0.50,5,5,-0.29,8,26,0.97,-0.03
NH,Salem,Condo,12/1/2022,362500 ,0.12,4,1,-0.67,3,39,1.01,0.01
NH,Salem,Condo,1/1/2023,385000 ,0.28,5,2,-0.33,1,44,1.00,-0.05
NH,Salem,Condo,2/1/2023,272500 ,-0.43,2,7,-0.46,1,69,0.99,-0.02
NH,Salem,Condo,3/1/2023,227000 ,-0.39,10,3,-0.63,1,4,1.03,0.00
NH,Salem,Condo,4/1/2023,426550 ,0.97,2,6,-0.45,5,63,1.07,0.01
NH,Dover,Multi-unit,2/1/2018,317000 ,0.67,1,4,0.33,6,27,1.02,0.03
NH,Dover,Multi-unit,3/1/2018,348000 ,0.88,4,5,1.50,7,39,0.98,-0.11
NH,Dover,Multi-unit,4/1/2018,294000 ,0.92,3,5,1.50,8,136,1.03,0.10
NH,Dover,Multi-unit,5/1/2018,348767 ,0.92,4,4,1.50,8,42,1.04,0.10
NH,Dover,Multi-unit,6/1/2018,312200 ,-0.03,5,4,-0.33,8,63,1.02,-0.03
NH,Dover,Multi-unit,7/1/2018,372500 ,0.25,2,3,0.00,9,42,0.91,-0.10
NH,Dover,Multi-unit,8/1/2018,370000 ,0.30,3,7,1.33,10,39,0.97,-0.01
NH,Dover,Multi-unit,9/1/2018,297500 ,0.77,2,1,-0.80,8,30,0.98,0.02
NH,Dover,Multi-unit,10/1/2018,340000 ,0.10,3,4,0.00,8,51,0.94,-0.03
NH,Dover,Multi-unit,11/1/2018,222000 ,-0.16,3,5,0.67,11,58,0.90,-0.16
NH,Dover,Multi-unit,12/1/2018,300000 ,-0.03,1,1,0.00,10,41,1.03,0.05
NH,Dover,Multi-unit,1/1/2019,295000 ,0.07,2,1,-0.50,8,75,0.98,0.00
NH,Dover,Multi-unit,3/1/2019,335250 ,-0.04,4,4,-0.20,7,85,0.95,-0.03
NH,Dover,Multi-unit,4/1/2019,420000 ,0.43,3,4,-0.20,9,70,1.00,-0.03
NH,Dover,Multi-unit,5/1/2019,410000 ,0.18,3,8,1.00,13,168,0.96,-0.07
NH,Dover,Multi-unit,6/1/2019,312533 ,0.00,1,3,-0.25,11,3,1.08,0.06
NH,Dover,Multi-unit,7/1/2019,288000 ,-0.23,3,4,0.33,11,55,0.97,0.06
NH,Dover,Multi-unit,8/1/2019,420000 ,0.14,3,4,-0.43,11,30,0.99,0.03
NH,Dover,Multi-unit,9/1/2019,346533 ,0.16,5,2,1.00,9,90,0.93,-0.04
NH,Dover,Multi-unit,10/1/2019,449000 ,0.32,7,4,0.00,6,57,0.99,0.05
NH,Dover,Multi-unit,11/1/2019,300000 ,0.35,3,2,-0.60,4,140,0.90,0.00
NH,Dover,Multi-unit,12/1/2019,284267 ,-0.05,2,2,1.00,5,42,0.97,-0.06
NH,Dover,Multi-unit,1/1/2020,492000 ,0.67,2,2,1.00,6,44,0.99,0.01
NH,Dover,Multi-unit,2/1/2020,320000 ,0.67,2,2,1.00,5,154,0.82,0.01
NH,Dover,Multi-unit,4/1/2020,340000 ,-0.19,3,5,0.25,9,18,1.01,0.01
NH,Dover,Multi-unit,5/1/2020,375000 ,-0.09,5,2,-0.75,6,59,0.99,0.03
NH,Dover,Multi-unit,6/1/2020,477500 ,0.53,2,4,0.33,6,11,1.00,-0.08
NH,Dover,Multi-unit,7/1/2020,337500 ,0.17,2,14,2.50,17,96,1.02,0.04
NH,Dover,Multi-unit,8/1/2020,385000 ,-0.08,7,6,0.50,15,48,0.99,0.00
NH,Dover,Multi-unit,9/1/2020,435000 ,0.26,5,3,0.50,13,48,1.00,0.07
NH,Dover,Multi-unit,10/1/2020,433267 ,-0.04,4,8,1.00,15,42,0.94,-0.05
NH,Dover,Multi-unit,11/1/2020,400000 ,0.33,9,2,0.00,9,59,0.99,0.08
NH,Dover,Multi-unit,12/1/2020,443000 ,0.56,5,1,-0.50,7,8,1.01,0.04
NH,Dover,Multi-unit,1/1/2021,360000 ,-0.27,5,4,1.00,6,79,0.94,-0.06
NH,Dover,Multi-unit,2/1/2021,350000 ,0.09,1,1,-0.50,5,44,1.03,0.21
NH,Dover,Multi-unit,3/1/2021,392000 ,0.09,5,7,-0.50,8,58,0.99,0.21
NH,Dover,Multi-unit,4/1/2021,229900 ,-0.32,1,8,0.60,13,5,1.05,0.03
NH,Dover,Multi-unit,5/1/2021,375000 ,0.00,3,4,1.00,13,47,0.98,-0.01
NH,Dover,Multi-unit,6/1/2021,397467 ,-0.17,4,7,0.75,16,8,1.00,0.00
NH,Dover,Multi-unit,7/1/2021,385500 ,0.14,6,4,-0.71,15,71,0.98,-0.03
NH,Dover,Multi-unit,8/1/2021,393900 ,0.02,5,2,-0.67,11,78,0.97,-0.01
NH,Dover,Multi-unit,9/1/2021,387500 ,-0.11,6,4,0.33,8,61,0.99,-0.01
NH,Dover,Multi-unit,10/1/2021,472000 ,0.09,2,2,-0.75,5,49,0.96,0.02
NH,Dover,Multi-unit,11/1/2021,328500 ,-0.18,2,2,0.00,4,137,0.93,-0.06
NH,Dover,Multi-unit,12/1/2021,435000 ,-0.02,3,2,1.00,2,30,1.00,-0.01
NH,Dover,Multi-unit,1/1/2022,391250 ,0.09,8,1,-0.75,2,40,1.03,0.09
NH,Dover,Multi-unit,3/1/2022,558000 ,0.42,4,3,-0.57,2,7,1.05,0.07
NH,Dover,Multi-unit,4/1/2022,460933 ,1.00,3,4,-0.50,4,5,1.08,0.04
NH,Dover,Multi-unit,5/1/2022,455000 ,0.21,1,2,-0.50,4,6,1.07,0.09
NH,Dover,Multi-unit,6/1/2022,480000 ,0.21,3,5,-0.29,6,65,0.97,-0.03
NH,Dover,Multi-unit,7/1/2022,465000 ,0.21,4,5,0.25,8,42,1.01,0.02
NH,Dover,Multi-unit,8/1/2022,560000 ,0.42,1,4,1.00,11,4,0.98,0.01
NH,Dover,Multi-unit,9/1/2022,525000 ,0.35,3,4,0.00,11,31,1.01,0.01
NH,Dover,Multi-unit,10/1/2022,510000 ,0.08,3,3,0.50,10,69,0.98,0.02
NH,Dover,Multi-unit,11/1/2022,365000 ,0.11,2,1,-0.50,7,27,0.92,-0.01
NH,Dover,Multi-unit,12/1/2022,371000 ,-0.15,3,1,-0.50,5,53,0.93,-0.07
NH,Dover,Multi-unit,1/1/2023,450000 ,0.15,1,2,1.00,7,80,0.94,-0.09
NH,Dover,Multi-unit,2/1/2023,437500 ,0.15,2,1,1.00,5,130,1.00,-0.09
NH,Dover,Multi-unit,3/1/2023,457500 ,-0.18,2,3,0.00,6,154,0.98,-0.09
NH,Dover,Multi-unit,4/1/2023,437500 ,-0.05,4,2,-0.50,5,66,1.00,-0.09
NH,Hampton,Multi-unit,2/1/2018,714750 ,-0.05,1,1,-0.50,4,492,0.95,-0.09
NH,Hampton,Multi-unit,3/1/2018,452500 ,-0.05,1,3,-0.50,2,45,1.01,-0.09
NH,Hampton,Multi-unit,4/1/2018,229933 ,-0.05,1,3,-0.50,2,265,1.00,-0.09
NH,Hampton,Multi-unit,5/1/2018,430000 ,-0.05,1,3,-0.50,7,4,1.00,-0.09
NH,Hampton,Multi-unit,6/1/2018,380000 ,-0.05,4,3,-0.50,6,33,1.06,-0.09
NH,Hampton,Multi-unit,7/1/2018,449933 ,-0.05,1,3,-0.50,6,60,1.00,-0.09
NH,Hampton,Multi-unit,8/1/2018,425900 ,-0.05,1,3,-0.50,4,75,0.96,-0.09
NH,Hampton,Multi-unit,11/1/2018,280000 ,-0.05,1,3,-0.50,5,165,0.93,-0.09
NH,Hampton,Multi-unit,12/1/2018,275000 ,-0.05,1,3,-0.50,4,52,0.96,-0.09
NH,Hampton,Multi-unit,1/1/2019,324000 ,-0.05,1,3,-0.50,3,81,0.93,-0.09
NH,Hampton,Multi-unit,2/1/2019,390000 ,-0.45,1,3,0.00,4,34,1.20,-0.09
NH,Hampton,Multi-unit,4/1/2019,531000 ,1.31,1,3,0.00,3,8,0.99,-0.09
NH,Hampton,Multi-unit,5/1/2019,450000 ,0.05,2,3,0.00,2,199,0.98,-0.09
NH,Hampton,Multi-unit,8/1/2019,405000 ,-0.05,1,3,0.00,3,15,1.01,-0.09
NH,Hampton,Multi-unit,9/1/2019,397350 ,-0.05,2,3,0.00,3,62,0.98,-0.09
NH,Hampton,Multi-unit,1/1/2020,115000 ,-0.05,1,3,0.00,3,242,0.74,-0.09
NH,Hampton,Multi-unit,2/1/2020,475000 ,-0.05,1,3,0.00,3,242,1.00,-0.09
NH,Hampton,Multi-unit,5/1/2020,496000 ,-0.05,2,3,0.00,2,143,0.92,-0.09
NH,Hampton,Multi-unit,6/1/2020,470000 ,-0.05,1,3,0.00,2,10,0.94,-0.09
NH,Hampton,Multi-unit,7/1/2020,431000 ,-0.05,1,3,0.00,4,3,1.20,-0.09
NH,Hampton,Multi-unit,8/1/2020,525000 ,-0.05,1,3,0.00,2,10,0.93,-0.09
NH,Hampton,Multi-unit,10/1/2020,399000 ,-0.05,1,3,0.00,3,39,1.02,-0.09
NH,Hampton,Multi-unit,11/1/2020,530000 ,-0.05,2,3,0.00,1,99,0.99,-0.09
NH,Hampton,Multi-unit,12/1/2020,430000 ,-0.05,1,3,0.00,1,58,0.92,-0.09
NH,Hampton,Multi-unit,3/1/2021,547500 ,-0.05,2,3,0.00,1,28,0.99,-0.09
NH,Hampton,Multi-unit,6/1/2021,615000 ,-0.05,1,3,0.00,1,91,1.03,-0.09
NH,Hampton,Multi-unit,7/1/2021,640000 ,-0.05,1,3,0.00,1,34,1.07,-0.09
NH,Hampton,Multi-unit,9/1/2021,595000 ,-0.05,1,3,0.00,2,11,0.93,-0.09
NH,Hampton,Multi-unit,11/1/2021,304000 ,-0.05,1,3,0.00,3,60,0.98,-0.09
NH,Hampton,Multi-unit,12/1/2021,570713 ,-0.05,2,3,0.00,1,31,1.03,-0.09
NH,Hampton,Multi-unit,5/1/2022,562500 ,-0.05,2,3,0.00,3,127,1.12,-0.09
NH,Hampton,Multi-unit,6/1/2022,360000 ,-0.05,1,3,0.00,3,70,1.06,-0.09
NH,Hampton,Multi-unit,10/1/2022,869000 ,-0.05,1,3,0.00,1,70,1.00,-0.09
NH,Hampton,Multi-unit,11/1/2022,733500 ,-0.05,2,3,0.00,1,70,0.95,-0.09
NH,Hampton,Multi-unit,12/1/2022,1099999 ,-0.05,1,3,0.00,2,70,1.00,-0.09
NH,Hampton,Multi-unit,1/1/2023,450000 ,-0.05,1,3,0.00,2,56,0.90,-0.09
NH,Hampton,Multi-unit,4/1/2023,866533 ,-0.05,1,3,0.00,1,85,0.91,-0.09
NH,Manchester,Multi-unit,2/1/2018,252800 ,0.05,13,22,0.00,40,59,0.97,-0.02
NH,Manchester,Multi-unit,3/1/2018,257733 ,0.23,17,35,0.06,51,48,0.99,0.01
NH,Manchester,Multi-unit,4/1/2018,260500 ,0.24,20,31,0.55,47,32,1.00,-0.02
NH,Manchester,Multi-unit,5/1/2018,282000 ,0.06,19,50,0.92,78,13,1.00,0.01
NH,Manchester,Multi-unit,6/1/2018,262500 ,-0.02,26,42,0.40,88,43,0.99,-0.01
NH,Manchester,Multi-unit,7/1/2018,265000 ,0.20,34,34,0.48,84,49,1.00,0.00
NH,Manchester,Multi-unit,8/1/2018,280000 ,0.12,31,23,-0.28,70,55,0.98,-0.01
NH,Manchester,Multi-unit,9/1/2018,272000 ,0.17,32,19,-0.30,59,55,1.01,0.02
NH,Manchester,Multi-unit,10/1/2018,267500 ,0.09,16,24,-0.37,63,67,0.97,-0.03
NH,Manchester,Multi-unit,11/1/2018,295000 ,0.18,17,19,0.00,57,58,1.00,0.02
NH,Manchester,Multi-unit,12/1/2018,276000 ,0.08,18,15,1.14,53,80,0.97,-0.02
NH,Manchester,Multi-unit,1/1/2019,295250 ,0.04,14,18,0.29,51,46,0.99,0.00
NH,Manchester,Multi-unit,2/1/2019,265000 ,0.05,15,12,-0.45,45,65,0.98,0.00
NH,Manchester,Multi-unit,3/1/2019,297933 ,0.16,19,14,-0.60,37,53,1.03,0.04
NH,Manchester,Multi-unit,4/1/2019,271000 ,0.04,19,31,0.00,38,100,0.99,-0.01
NH,Manchester,Multi-unit,5/1/2019,279967 ,-0.01,30,33,-0.34,41,26,1.00,0.00
NH,Manchester,Multi-unit,6/1/2019,291300 ,0.11,24,30,-0.29,46,33,1.01,0.02
NH,Manchester,Multi-unit,7/1/2019,304933 ,0.15,19,23,-0.32,40,38,1.01,0.01
NH,Manchester,Multi-unit,8/1/2019,307000 ,0.10,17,28,0.22,48,21,1.01,0.03
NH,Manchester,Multi-unit,9/1/2019,284950 ,0.05,22,24,0.26,47,26,0.99,-0.02
